Gene,COG,Description,Name,GOs,ECs,KEGG_ko,KEGG_Reaction,KEGG_TC,CAZy,PFAMs
PN96_RS13725,J,Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions,def,"GO:0003674,GO:0003824,GO:0005488,GO:0006412,GO:0006464,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008463,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0034641,GO:0034645,GO:0036211,GO:0042586,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0043686,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046872,GO:0071704,GO:1901564,GO:1901566,GO:1901576",3.5.1.88,ko:K01462,,,,Pep_deformylase
PN96_RS13730,C,protein containing LysM domain,,,,,,,,LysM
PN96_RS13735,LU,Rossmann fold nucleotide-binding protein involved in DNA uptake,smf,,,ko:K04096,,,,DNA_processg_A
PN96_RS13740,S,Belongs to the Smg family,smg,,,ko:K03747,,,,DUF494
PN96_RS13745,L,COG0551 Zn-finger domain associated with topoisomerase type I,yrdD,,,ko:K07479,,,,zf-C4_Topoisom
PN96_RS13750,F,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),purK,"GO:0000166,GO:0003674,GO:0003824,GO:0004638,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0016874,GO:0016879,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034028,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.4.18,ko:K01589,R07404,,,ATP-grasp
PN96_RS13755,F,Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR),purE,"GO:0003674,GO:0003824,GO:0004638,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0016853,GO:0016866,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034023,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",5.4.99.18,ko:K01588,R07405,,,AIRC
PN96_RS13760,J,"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Catalyzes the conversion of L-threonine, HCO(3)(-) CO(2) and ATP to give threonylcarbamoyl-AMP (TC-AMP) as the acyladenylate intermediate, with the release of diphosphate",tsaC,"GO:0000049,GO:0000166,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0061710,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363",2.7.7.87,ko:K07566,R10463,,,Sua5_yciO_yrdC
PN96_RS13765,H,Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX,hemF,"GO:0003674,GO:0003824,GO:0004109,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0046872,GO:0046983,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",1.3.3.3,ko:K00228,R03220,,,Coprogen_oxidas
PN96_RS13770,E,"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",aroE,"GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019438,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615",1.1.1.25,ko:K00014,R02413,,,"Shikimate_DH,Shikimate_dh_N"
PN96_RS13775,S,Protein of unknown function (DUF1488),,,,,,,,DUF1488
PN96_RS13780,S,"COG0663 Carbonic anhydrases acetyltransferases, isoleucine patch superfamily",yrdA,,,,,,,Hexapep
PN96_RS13830,Q,Multicopper oxidase,cumA,,,,,,,"Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3,TAT_signal"
PN96_RS13835,D,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",crcB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:1903424,GO:1903425",,ko:K06199,,"1.A.43.1,1.A.43.2,1.A.43.3",,CRCB
PN96_RS13840,H,Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction,thiC,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009228,GO:0009229,GO:0009987,GO:0016829,GO:0016830,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0042357,GO:0042364,GO:0042723,GO:0042724,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.1.99.17,ko:K03147,R03472,,,"ThiC-associated,ThiC_Rad_SAM"
PN96_RS13845,H,Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP),thiE,,2.5.1.3,ko:K00788,"R03223,R10712",,,TMP-TENI
PN96_RS13850,H,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,thiF,,2.7.7.73,ko:K03148,R07459,,,ThiF
PN96_RS13855,H,COG2104 Sulfur transfer protein involved in thiamine biosynthesis,thiS,,,ko:K03154,,,,ThiS
PN96_RS13860,H,"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S",thiG,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009228,GO:0009229,GO:0009987,GO:0016740,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0042357,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.8.1.10,ko:K03149,R10247,,,ThiG
PN96_RS13865,C,COG1060 Thiamine biosynthesis enzyme ThiH and related,thiH,,4.1.99.19,ko:K03150,R10246,,,"BATS,Radical_SAM"
PN96_RS13870,E,COG0006 Xaa-Pro aminopeptidase,ampP,,3.4.11.9,ko:K01262,,,,"Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C"
PN96_RS13875,K,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,,,,,"HTH_1,LysR_substrate"
PN96_RS13880,EGP,COG0477 Permeases of the major facilitator superfamily,mdtL,,,ko:K07552,,2.A.1.2,,MFS_1
PN96_RS13885,,,,,,,,,,
PN96_RS13890,S,DoxX,,,,ko:K15977,,,,DoxX
PN96_RS13895,S,Putative DNA-binding domain,VV3196,,,,,,,DUF2063
PN96_RS13900,S,protein conserved in bacteria,,,,ko:K09930,,,,DUF692
PN96_RS13905,S,Integral membrane protein,,,,,,,,DUF2282
PN96_RS13910,L,COG0210 Superfamily I DNA and RNA helicases,uvrD,,3.6.4.12,ko:K03657,,,,"UvrD-helicase,UvrD_C"
PN96_RS13920,M,Gamma-glutamyltranspeptidase,ggt,,"2.3.2.2,3.4.19.13",ko:K00681,"R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935",,,G_glu_transpept
PN96_RS13925,E,threonine efflux protein,,,,,,,,LysE
PN96_RS13930,K,Family transcriptional regulator,,,,,,,,"AraC_binding,HTH_18"
PN96_RS13935,S,EamA-like transporter family,rarD,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",,ko:K05786,,2.A.7.7,,EamA
PN96_RS13940,L,DNA helicase,recQ,,3.6.4.12,ko:K03654,,,,"DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind"
PN96_RS13945,S,Protein of unknown function (DUF3630),,,,,,,,DUF3630
PN96_RS13950,U,"Involved in the import of queuosine (Q) precursors, required for Q precursor salvage",yhhQ,,,ko:K09125,,,,Vut_1
PN96_RS13955,F,"Catalyzes the conversion of pppGpp to ppGpp. Guanosine pentaphosphate (pppGpp) is a cytoplasmic signaling molecule which together with ppGpp controls the stringent response , an adaptive process that allows bacteria to respond to amino acid starvation, resulting in the coordinated regulation of numerous cellular activities",gppA,"GO:0003674,GO:0003824,GO:0006139,GO:0006152,GO:0006163,GO:0006164,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008894,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009154,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009259,GO:0009260,GO:0009261,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0015970,GO:0015972,GO:0015974,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033866,GO:0033869,GO:0033875,GO:0034030,GO:0034031,GO:0034032,GO:0034033,GO:0034034,GO:0034035,GO:0034036,GO:0034037,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042278,GO:0042451,GO:0042454,GO:0042455,GO:0042594,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901068,GO:1901069,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659","3.6.1.11,3.6.1.40",ko:K01524,R03409,,,Ppx-GppA
PN96_RS13960,JKL,DEAD-box RNA helicase involved in RNA degradation. Has RNA-dependent ATPase activity and unwinds double-stranded RNA,rhlB,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009056,GO:0009057,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0070035,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575",3.6.4.13,ko:K03732,,,,"DEAD,Helicase_C"
PN96_RS13965,O,Belongs to the thioredoxin family,trxA,,,ko:K03671,,,,Thioredoxin
PN96_RS13970,K,"Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template",rho,,,ko:K03628,,,,"ATP-synt_ab,Rho_N,Rho_RNA_bind"
PN96_RS13975,,,VV10936,,,,,,,
PN96_RS13980,H,Belongs to the UbiD family,ubiD,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008694,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016829,GO:0016830,GO:0016831,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663",4.1.1.98,ko:K03182,"R04985,R04986",,,UbiD
PN96_RS13985,C,ferredoxin,,,,,,,,Fer2
PN96_RS13990,C,COG0543 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases,fre,,"1.16.1.3,1.5.1.41",ko:K05368,"R00097,R05705",,,"FAD_binding_6,NAD_binding_1"
PN96_RS14035,H,enzyme of heme biosynthesis,hemY,,,ko:K02498,,,,"HemY_N,TPR_16,TPR_19,TPR_2"
PN96_RS14040,H,Uroporphyrin-III C-methyltransferase,hemX,,2.1.1.107,ko:K02496,R03194,,,HemX
PN96_RS14045,H,Uroporphyrinogen-III synthase,hemD,,4.2.1.75,ko:K01719,R03165,,,HEM4
PN96_RS14050,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,hemC,"GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018065,GO:0018130,GO:0018160,GO:0018193,GO:0018198,GO:0019438,GO:0019538,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0042168,GO:0042440,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.61,ko:K01749,R00084,,,"Porphobil_deam,Porphobil_deamC"
PN96_RS14055,F,Adenylate cyclase,cyaA,,4.6.1.1,ko:K05851,"R00089,R00434",,,"Adenyl_cycl_N,Adenylate_cycl"
PN96_RS14060,P,Belongs to the frataxin family,cyaY,"GO:0003674,GO:0003824,GO:0004322,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006790,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008198,GO:0008199,GO:0009987,GO:0016043,GO:0016226,GO:0016491,GO:0016530,GO:0016722,GO:0016724,GO:0018282,GO:0018283,GO:0019538,GO:0019725,GO:0022607,GO:0030003,GO:0031163,GO:0033554,GO:0034599,GO:0034986,GO:0036211,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0050896,GO:0051186,GO:0051536,GO:0051537,GO:0051540,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071704,GO:0071840,GO:0098771,GO:0140104,GO:1901564",,ko:K06202,,,,Frataxin_Cyay
PN96_RS14070,E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,lysA,"GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008836,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",4.1.1.20,ko:K01586,R00451,,,"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
PN96_RS14075,E,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan",dapF,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",5.1.1.7,ko:K01778,R02735,,,DAP_epimerase
PN96_RS14080,S,"Protein of unknown function, DUF484",,,,ko:K09921,,,,DUF484
PN96_RS14085,D,Belongs to the 'phage' integrase family. XerC subfamily,xerC,"GO:0000150,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0007049,GO:0007059,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0015074,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0051301,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363",,ko:K03733,,,,"Phage_int_SAM_1,Phage_integrase"
PN96_RS14090,S,hydrolase (HAD superfamily),,,"3.1.3.102,3.1.3.104",ko:K20862,"R00548,R07280",,,HAD_2
PN96_RS14095,S,DTW,,,,,,,,DTW
PN96_RS14100,S,response to hydrogen peroxide,VP2977,,,ko:K08985,,,,
PN96_RS14105,S,EVE domain,,,,,,,,EVE
PN96_RS14110,S,hydrolases of the HAD superfamily,yigL,,,,,,,Hydrolase_3
PN96_RS14115,I,Lysophospholipase,pldB,,3.1.1.5,ko:K01048,,,,Hydrolase_4
PN96_RS14120,E,threonine efflux protein,rhtB,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015318,GO:0015711,GO:0015804,GO:0015807,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034220,GO:0042968,GO:0042970,GO:0044425,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902475,GO:1903825,GO:1905039",,ko:K05834,,2.A.76.1.1,,LysE
PN96_RS14125,T,signal transduction protein containing EAL and modified HD-GYP domains,,"GO:0003674,GO:0003824,GO:0008081,GO:0016787,GO:0016788,GO:0042578,GO:0071111",3.1.4.52,ko:K07181,,,,"EAL,HDOD"
PN96_RS14130,K,transcriptional,arsR,,,ko:K03892,,,,HTH_5
PN96_RS14135,C,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gap,,1.2.1.12,ko:K00134,R01061,,,"Gp_dh_C,Gp_dh_N"
PN96_RS14140,T,phosphatase,,,,,,,,"CDKN3,DSPc"
PN96_RS14145,EGP,of the major facilitator superfamily,,,,,,,,MFS_1
PN96_RS14150,S,protein conserved in bacteria,,,,,,,,Acyl_transf_3
PN96_RS14155,S,Protein of unknown function (DUF2500),VP2965,,,,,,,DUF2500
PN96_RS14160,,,VP2964,,,,,,,DUF4145
PN96_RS14165,S,YhhN family,,,,,,,,YhhN
PN96_RS14170,S,Protein of unknown function (DUF2492),,,,,,,,DUF2492
PN96_RS14175,S,membrane,,,,ko:K08993,,,,DUF1145
PN96_RS14180,J,Specifically methylates the guanine in position 966 of 16S rRNA in the assembled 30S particle,rsmD,,2.1.1.171,ko:K08316,R07234,,,Cons_hypoth95
PN96_RS14185,U,"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components",ftsY,,,ko:K03110,,"3.A.5.1,3.A.5.2,3.A.5.7",,"SRP54,SRP54_N"
PN96_RS14190,D,Cell division ATP-binding protein FtsE,ftsE,,,ko:K09812,,3.A.1.140,,ABC_tran
PN96_RS14195,D,Part of the ABC transporter FtsEX involved in cellular division,ftsX,,,ko:K09811,,3.A.1.140,,FtsX
PN96_RS14200,K,RNA polymerase sigma,rpoH,"GO:0000988,GO:0000990,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016020,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2000142,GO:2001141",,ko:K03089,,,,"Sigma70_r1_2,Sigma70_r2,Sigma70_r4"
PN96_RS14210,P,"Catalyzes, although with low efficiency, the sulfur transfer reaction from thiosulfate to cyanide",glpE,"GO:0003674,GO:0003824,GO:0004792,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016740,GO:0016782,GO:0016783,GO:0044424,GO:0044464",2.8.1.1,ko:K02439,R01931,,,Rhodanese
PN96_RS14215,S,membrane protein (homolog of Drosophila rhomboid),glpG,,,ko:K02441,,,,"Rhomboid,Rhomboid_N"
PN96_RS14220,N,Controls the rotational direction of flagella during chemotaxis,,,,ko:K02415,,,,FliL
